tweet,user,location,date
@ElizabethDZ @laphamsquart There’s also a chunk at the @cta Western stop on the Chicago Brown line just a few block… https://t.co/b3LvJP0X7K,pkmonaghan,chi.il.us,2019-11-05 16:11:29
RT @fly2ohare: What's the fastest way to get to O’Hare during rush hour?  Consider riding the @cta Blue Line to beat traffic. https://t.co/…,martincynthia,Midwest,2019-11-05 16:09:12
@cta why hasn’t bus 60 westbound run all morning? 3 busses were showing as approaching and none of them showed up!… https://t.co/6H10ZcjoaD,Zeinah92," Chicago, IL",2019-11-05 16:06:05
What's the fastest way to get to O’Hare during rush hour?  Consider riding the @cta Blue Line to beat traffic.… https://t.co/zTYA06GZuz,fly2ohare,"Chicago, IL USA",2019-11-05 16:01:53
"🇲🇽 🌎🇺🇸🍔 @cta We don't want to get Kick-Out of 
Mr. @Twitter (THE 👧 PEOPLES 👨 MEETING ROOM) but it takes many Tweets… https://t.co/pXCLlAPTra",Octavian92363b7,,2019-11-05 15:52:15
"@rckcold @CannadyPatrick @cta We do not know whether that railcar is blocked off for a mechanical reason. But, it's… https://t.co/zOMoPKFp3t",Metra,"Chicago, IL",2019-11-05 15:35:13
"I was happy to meet with @cta CEO/President Dorval Carter last week, and can't wait to look through this book all a… https://t.co/ADR5Hv3O5I",ErinAlemanCMAP,Chicago,2019-11-05 15:33:34
"@Metra @CannadyPatrick @cta Train 616 has an unused car everyday, it is the last car and it is always blocked off.… https://t.co/uKjpaGWLAh",rckcold,,2019-11-05 15:28:13
"@chrisisme @cta No no, I’ve been taking the 56 from Division into the Loop during Division blue line construction t… https://t.co/Wyzp7JLx2A",ChicagoScooters,"Chicago, IL",2019-11-05 15:08:11
"What board do I have to run for in #Chicago to make a change to the overcrowded @cta, specifically the #blueline??… https://t.co/pkfCLUVRhe",MKandtheCity,"Chicago, IL",2019-11-05 15:04:04
@ChicagoScooters @cta Do you bus *out* of the loop in the morning? Huh. I guess a couple of jobs in the west loop c… https://t.co/GKO3ao9PMq,chrisisme,"Chicago, IL",2019-11-05 14:52:56
@cta we are backed up 5 rows deep on the platform on the Damen blue line. Has there been a delay/issue?,SardaAnu,"Chicago, IL",2019-11-05 14:44:47
".@cta @CTAFails this is what it looks like right now, with 5 more stops of packing ppl in before we go express. No… https://t.co/RL8tX2TFOi",AliaPoulos,"Chicago, IL",2019-11-05 14:43:27
@MayorRahm @cta Love it!,JohnAllPurposeJ,,2019-11-05 14:41:08
"@CannadyPatrick @cta During rush hours, all available rolling stock is typically in use. We recommend checking towa… https://t.co/EGq7lStbu9",Metra,"Chicago, IL",2019-11-05 14:39:44
I should just retweet this every day bc it’s true every day. @cta @CTAFails https://t.co/t1oCr79hpL,AliaPoulos,"Chicago, IL",2019-11-05 14:38:37
@cta 6 too-full-to-board trains at damen. If we get to 7 do I get a free cookie with my next purchase?,likelyjohntate,"Chicago, IL",2019-11-05 14:37:58
Two days in a row I have to wait 12+ minutes for an Ohare bound blue line during rush hour are you kidding me @cta,cheridensucks,"Chicago, IL",2019-11-05 14:31:36
"RT @jujuschuschu: Why, oh why, would the @cta not time their transfer trains better? Red line is approaching and the brown line leaves and…",samir_90,,2019-11-05 14:30:04
Ok @CTA !!! Bunching is bad but this is the frequency we need at rush hour 😂 Next ban cars. https://t.co/P5pDZ2QgPI,ChicagoScooters,"Chicago, IL",2019-11-05 14:29:01
"Hey @cta @Metra, my daily commute from the city to the burbs for work involves a CTA train, Metra, and a Pace bus (… https://t.co/ZbuMRg6IO5",garyonly,Chicago,2019-11-05 14:27:33
"@eeevaylo19 @NFL @cta This is the only thing I miss about winter, @eeevaylo19 tweets about the redline.",MikeZillo,,2019-11-05 14:23:34
@cta why is there ALWAYS only 4 carts for the pink line?!?! Can we get a couple more carts during rush hour? Jeeeeez,pinaclaudia__,,2019-11-05 14:21:07
The only thing more embarrassing than @NFL coaching is the Chicago @cta redline,eeevaylo19,,2019-11-05 14:19:20
Dear @Metra: please put at least one more car on your AM and PM rush hour trains on the UP NW line: if I wanted to… https://t.co/uS85jbwIGu,CannadyPatrick,City of Big Shoulders,2019-11-05 14:18:23
"@LilYumper @Melissybk @cta Blue line is good!

Usually

When they send enough trains....",dwest9cubs,"Chicago, IL",2019-11-05 14:17:54
"@Melissybk @cta Metra is just as bad, delayed most all the time",LilYumper,CHEE CAAAAA GOOOO,2019-11-05 14:17:19
"RT @RonChiu1: @cta lol, i got up early to avoid rush hour but blue line was so backed up, needed to take 56 bus. That bus shuttles the divi…",transit_tweets,,2019-11-05 14:16:48
"When did @cta install fare card readers on the south side of the Roosevelt station? Convenient. 
Also, @VentraChicago sucks.",santiagoartwork,"Chicago, IL",2019-11-05 14:16:41
Would it kill the @cta to have more southbound red line trains during rush hour?! What a clusterfuck. Every damn mo… https://t.co/hloaC1HBQ7,Melissybk,"Chicago, IL",2019-11-05 14:16:37
@cta yu my baby du juan,majors_janice,"Oak Forest, IL",2019-11-05 14:16:07
@cta let me see your arm,majors_janice,"Oak Forest, IL",2019-11-05 14:15:21
"@cta lol, i got up early to avoid rush hour but blue line was so backed up, needed to take 56 bus. That bus shuttle… https://t.co/asDqxOX3hK",RonChiu1,,2019-11-05 14:06:42
@cta someone smoking on red line coming into sox 35th. Please get control of this. I am on my morning commute and i… https://t.co/FhhWPnfYzP,julie_bbach,"Chicago, IL",2019-11-05 14:04:32
@cta please explain the policy that states train conductors should never open the train doors at midway until liter… https://t.co/Cc86EdZNYD,AgentMole88,"Hometown, IL",2019-11-05 14:03:55
RT @BoPInc: Only 1 week left to apply for @SCALE_2 Digital Innovation Challenge for Agriculture in Africa!  Apply now &amp; get a chance to  sc…,IFDCnews,,2019-11-05 14:01:05
@cta Brown Line #409 operator this morning at Fullerton: “Let’s see something. Let’s go for a ride!” Brown Line vie… https://t.co/uIkBiAtHIr,MatthewDMerz,"Chicago, IL",2019-11-05 13:51:45
🍎Caligula and Caesar Nero 🍩 @realDonaldTrump 🐍 CUM' here! https://t.co/6pYdkEni6y 👍 Yes you @cta little 👦 Boy. 🌳… https://t.co/lI1yO7TGZ8,Octavian92363b7,,2019-11-05 13:50:38
"I'm at @CTA - Bryn Mawr in Chicago, IL https://t.co/t8FjXwLEmc",vietvet52,HERE  #EatTheRich  #ITMFA ,2019-11-05 13:48:01
@cta fix the #146 morning route. ADD MORE BUSES!!! #AddisonandLakeShore #20minutesBetweenBuses 8 #135 buses go by #WTF,blackbird9z,Chicago,2019-11-05 13:46:11
@cta dear cta I think you guys are awesome you think I can see du ragg I got something for du wan,majors_janice,"Oak Forest, IL",2019-11-05 13:44:10
@cta I missed a day because one of your computers knocked my phone out of my hand with their hiking backpack that t… https://t.co/TGHLUeAyuF,ClarkDoerr,"Lincoln Park, Chicago",2019-11-05 13:37:39
@cta this train system is the worst I’ve seen. Shameful that we have to pay https://t.co/mafNSb3v31,MattTroja,"Chicago, IL",2019-11-05 13:37:28
@cta cta jamming smooth on 95th🤗,majors_janice,"Oak Forest, IL",2019-11-05 13:36:22
Signal clearance 3x between Belmont and Howard = missed yellow line @cta,MzNeauxla,Chicago,2019-11-05 13:29:13
"Why, oh why, would the @cta not time their transfer trains better? Red line is approaching and the brown line leave… https://t.co/CSAxY7ctSK",jujuschuschu,,2019-11-05 13:27:02
"I’m a @cta brat, the son of a retired #CTA bus driver and I’ve ridden the bus and trains for years and even worked… https://t.co/DmCdM7dbUK",JGPercman,"Belmont Cragin, Chicago",2019-11-05 13:22:24
"RT @CBAworks: We were honored to attend the Austin African American Business Network's monthly meeting this morning!

@cta and the Walsh-Fl…",cbaITambassador,Chicago Illinois,2019-11-05 13:13:32
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",aka60643,Chicago,2019-11-05 13:05:45
"🇲🇽 @cta Why Iowa? Little Town like that? Representing all 
THE 🇺🇸 PEOPLE? Hey' 
Mr. @JoeBiden U Hired in (1970)… https://t.co/YCSIx1t7w0",Octavian92363b7,,2019-11-05 13:04:44
@cta Route 68 at 7am departure from Jeff park give this driver a raise run 302 he is very nice respectful and deser… https://t.co/GWoxUhrts9,x_ajdin773_x,"Chicago, IL",2019-11-05 13:03:37
@cta update on #j14 new bus in 4mins later people already standing... bus at 67th and Jeffery now packed to front d… https://t.co/RH1hNNHNbq,Sigmakitty1922,"Chicago, IL",2019-11-05 12:55:50
@cta Why is this still happening?,feentweets,"Chicago, IL",2019-11-05 12:49:39
@cta Good Morning again... 12 min wait for J14 and it gets here packed to the doors... cant even get on! https://t.co/aFx8wROpM5,Sigmakitty1922,"Chicago, IL",2019-11-05 12:49:08
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person on the tracks. Crews working to restore…,JucheMane,Chicago,2019-11-05 12:48:07
@cta good morning🤗,majors_janice,"Oak Forest, IL",2019-11-05 12:46:16
"@NaNoWordSprints 321 in 15! That's 600+ for the morning so far! 

Time for me to get ready for work, but I'll be ba… https://t.co/hjf81BowSH",eethomps,,2019-11-05 12:38:02
Good morning- @AndyAvalosNBC5 says more feels of winter ahead for us + @SusanCarlson111 says ripples of teachers st… https://t.co/MBhN9LHjPw,AlexMaragosNBC,Chicago ,2019-11-05 12:20:16
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person on the tracks. Crews working to restore…,transit_tweets,,2019-11-05 11:20:35
RT @cta: [Significant Delays] Red Line trains are running w/residual delays following an earlier unauthorized person on the tracks near 63r…,transit_tweets,,2019-11-05 08:31:24
RT @cta: [Significant Delays] Red Line trains are running w/residual delays following an earlier unauthorized person on the tracks near 63r…,WBBM780Traffic,"Chicago, IL",2019-11-05 08:23:14
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",LisaNapoles,Paris on the Prairie ,2019-11-05 08:22:40
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person on the tracks. Crews working to restore…,huskeeman82,"Chicago, IL",2019-11-05 08:20:59
I felt a part of something. I was even texting an ex who I knew was down there. We all cheered. We all cried. When… https://t.co/Im59nzdlLr,SoBrianRowe,"Chicago, IL",2019-11-05 08:13:50
Only 1 week left to apply for @SCALE_2 Digital Innovation Challenge for Agriculture in Africa!  Apply now &amp; get a c… https://t.co/0qcYv5bw5v,BoPInc,Utrecht,2019-11-05 07:30:23
@stevecarney @cta Ask me how many times I saw this on a printed tee this weekend,JCTSports,"St Petersburg, FL",2019-11-05 07:12:30
@EllesworthT @Billeeejo @triciaander_21 @CWBChicago @AldTomTunney @cta The brightness is not strong with the young one.,FailingTribune,"Krakatoa, East of Java",2019-11-05 06:18:55
RT @macabre1584: @cta First Friday at Halsted. Now today 🧐,transit_tweets,,2019-11-05 05:05:41
"RT @cta: [Planned Work] Blue Line: Now thru 4am, Boarding Change, Delays Between Racine and Jackson https://t.co/hXv412RSX5",transit_tweets,,2019-11-05 04:10:09
"RT @cta: [Planned Work] Blue Line: Now thru 4am, Boarding Change, Delays Between Racine and Jackson https://t.co/hXv412RSX5",RAWneighbors,"West Side, Chicago",2019-11-05 04:06:04
"RT @cta: [Planned Work] Blue Line: Now thru 4am, Boarding Change, Delays Between Racine and Jackson https://t.co/hXv412RSX5",CTABlueLn,"Chicago, IL",2019-11-05 04:00:07
@AKcupcakedoom @macabre1584 @cta And tomorrow! Watch!,cta_oh,,2019-11-05 03:54:50
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays and congestion following earlier signal problems…,transit_tweets,,2019-11-05 03:51:17
RT @CWBChicago: WOW! @AldTomTunney asks Chicago Police leadership about rising crime on @CTA. Commander of CTA unit starts off by claiming…,Get_Outa_Here,"Illinois, USA",2019-11-05 03:33:05
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",llworldtour,Chicago or traveling the world,2019-11-05 03:29:33
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",awennink,Chicago,2019-11-05 03:22:59
@cta ay bro clean the seats https://t.co/4MCKS76YvV,BruceTeeks,,2019-11-05 03:18:35
RT @cta: [Significant Delays] Midway-bound Orange and 63rd-bound Green Line trains are running w/residual delays following earlier signal p…,transit_tweets,,2019-11-05 03:11:33
"RT @cta: [Special Note] Blue Line: Now thru 4am, Logan Square Station Kedzie Avenue Auxiliary Entrance Temporary Closure  https://t.co/6Yyr…",transit_tweets,,2019-11-05 03:10:09
"RT @cta: [Special Note] Blue Line: Now thru 4am, Logan Square Station Kedzie Avenue Auxiliary Entrance Temporary Closure  https://t.co/6Yyr…",CTABlueLn,"Chicago, IL",2019-11-05 03:00:07
RT @cta: [Major Delays] Midway-bound Orange and 63rd-bound Green Line trains are running w/residual delays following earlier signal problem…,transit_tweets,,2019-11-05 02:35:49
RT @cta: [Major Delays] Midway-bound Orange and 63rd-bound Green Line trains are running w/residual delays following earlier signal problem…,huskeeman82,"Chicago, IL",2019-11-05 02:28:34
RT @cta: [Significant Delays] Midway-bound Orange and 63rd-bound Green Line trains are standing near Roosevelt due to signal problems. Crew…,transit_tweets,,2019-11-05 02:14:07
Life hack: if you’re too broke/poor to take an @Uber . Take public transportation. There’s usually a @cta stop near… https://t.co/li4bpSVSRw,Markscomplaint,chicago,2019-11-05 02:04:04
@cta how can I get in contact with the VP?,x_ajdin773_x,"Chicago, IL",2019-11-05 01:55:18
RT @Tata13Red: @CWBChicago @AldTomTunney @cta Don’t know why your SHOCKED by this- she is a merit appointed Commander was A MERIT Sgt &amp; LT.…,SpiderKeithLutz,Used to be back of your car. ,2019-11-05 01:50:25
"@CWBChicago @AldTomTunney @cta NAME THE COMMANDER!  

She says it’s perception?  You have citizens living in the so… https://t.co/D1gKUoktPs",SpiderKeithLutz,Used to be back of your car. ,2019-11-05 01:49:48
"RT @cta: @jenawithonen @FRANK_OKAY Since 2012, we've added capacity for ~6,000 more people in the AM rush, and are running the most trains…",transit_tweets,,2019-11-05 01:43:39
the world would be a better place if everyone breathed through their nose while on the @cta #gohomemouthbreathers #please,ragmuffinchild,,2019-11-05 01:19:02
@cta could you start doing PSAs and maybe posters reminding people to take off backpacks in crowded trains and buss… https://t.co/TL95BeFeGR,mhjnd,"Chicago, IL",2019-11-05 01:18:05
RT @cta: [Significant Delays] 95th-bound Red Line trains are running w/residual delays following earlier police activity at North/Clybourn.…,earlworthington,Chicago Illinois,2019-11-05 01:07:07
RT @cta: [Significant Delays] 95th-bound Red Line trains are running w/residual delays following earlier police activity at North/Clybourn.…,transit_tweets,,2019-11-05 01:05:29
"currentlyplaying my favorite game: why the fuck is the red line delayed now?! if you've never played, you should. it's thrilling

@cta",kyleconqueso,chicago,2019-11-05 00:52:04
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays and congestion following earlier signal problems.…,transit_tweets,,2019-11-05 00:50:09
RT @cta: [Major Delays] O'Hare-bound Blue Line trains are standing near Cumberland  due to signal problems. Crews working to restore servic…,transit_tweets,,2019-11-05 00:46:14
@cta [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays and congestion following earl… https://t.co/KFBf0HPsYA,RicardoReport10,Kent way Washington ,2019-11-05 00:41:27
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are standing near Cumberland  due to signal problems. Crews working to restore…,transit_tweets,,2019-11-05 00:39:55
RT @cta: [Major Delays] O'Hare-bound Blue Line trains are standing near Cumberland  due to signal problems. Crews working to restore servic…,CTABlueLn,"Chicago, IL",2019-11-05 00:37:06
RT @cta: [Major Delays] O'Hare-bound Blue Line trains are standing near Cumberland  due to signal problems. Crews working to restore servic…,wlsam890,"Chicago, IL",2019-11-05 00:36:32
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are standing near Cumberland  due to signal problems. Crews working to restore…,TotalTrafficCHI,"Chicago, IL",2019-11-05 00:31:36
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are standing near Cumberland  due to signal problems. Crews working to restore…,MikePTraffic,"Chicago, IL",2019-11-05 00:31:34
@marywizchicago @cta I feel like the CTA is already playing this game against us riders every day.,IAmEcw,"Evanston, IL",2019-11-05 00:30:58
&gt; me own #horror flick wd have ppl tailgating between el stations. 😂🍗 @cta #cta #train,chrisdeep,chicago usa,2019-11-05 00:22:58
@cta there was just a phone snatch and grab off the train at the western blue line stop headed towards forest park.… https://t.co/Wf91S7We3F,supercheryl,wouldnt you love to know,2019-11-05 00:11:25
@cta should get silent cars like @Metra,LoPribs,"Chicago, IL",2019-11-05 00:06:16
It’s interesting #WashingtonDC is ranked so highly given @wmata’s woes. But why are #Chicago and the @cta missing f… https://t.co/eUNm2kBvU4,Fager_Dana,DC | CHI,2019-11-05 00:05:26
RT @cta: [Minor Delays] Kimball-bound Brown and Linden-bound Purple Line Exp trains running w/res delays following an earlier mech prob nea…,touchelouche,"Chicago, IL",2019-11-05 00:00:10
RT @cta: [Minor Delays] 63rd-bound Green Line trains are running w/residual delays following an earlier delay at Harlem. Service is resumin…,transit_tweets,,2019-11-04 23:58:55
"Hey guys, someone tried to steal my phone on the @CTA #Blueline. Unsuccessful but still unnerving. Called #CTA &amp; fi… https://t.co/updnlJ9E6g",JimFitzgerald67,Between danger & heartache,2019-11-04 23:58:50
RT @cta: [Minor Delays] 63rd-bound Green Line trains are running w/residual delays following an earlier delay at Harlem. Service is resumin…,EboneeStevenson,"Earth Born, Divinely Made",2019-11-04 23:52:58
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",Splanish,"Chicago, IL",2019-11-04 23:50:54
RT @cta: [Minor Delays] Kimball-bound Brown and Linden-bound Purple Line Exp trains running w/res delays following an earlier mech prob nea…,transit_tweets,,2019-11-04 23:49:39
Thoughts on significant orange line delays @cta https://t.co/Ab6Uc8td22,sudotycoon,Chicago,2019-11-04 23:49:36
RT @cta: [Minor Delays] Kimball-bound and Linden-bound Purple Line Express trains are running w/residual delays following an earlier mech p…,transit_tweets,,2019-11-04 23:45:38
Purple line is standing above the Chicago River and the automatic voice goes “This train is experiencing an equipme… https://t.co/xULmHi9Jm1,cheers4chern,,2019-11-04 23:32:08
"@marywizchicago @cta We played it, it was fun. Even Junior got into it and she's too young for CTA rides by herself. Fun game.",thx466,Chicago,2019-11-04 23:27:07
"Just another typical day on the ⁦⁦@cta⁩ with 13 mins between trains at rush hour 🙄🙄
Cc:⁦@LightfootForChi⁩ ⁦… https://t.co/qdELXrFKcR",RobSall,Chicago,2019-11-04 23:11:50
RT @IBEW: How #IBEW electricians keep the @CTA running on time. https://t.co/jFndZGbiVy,RobCable5,"New York, USA",2019-11-04 23:03:15
RT @Tata13Red: @CWBChicago @AldTomTunney @cta Don’t know why your SHOCKED by this- she is a merit appointed Commander was A MERIT Sgt &amp; LT.…,rapafaw,,2019-11-04 22:59:26
RT @CWBChicago: WOW! @AldTomTunney asks Chicago Police leadership about rising crime on @CTA. Commander of CTA unit starts off by claiming…,rapafaw,,2019-11-04 22:58:13
@macabre1584 @cta Last Thursday too!! Delays after delays,AKcupcakedoom,"Chicago, IL",2019-11-04 22:57:22
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",TSG_PR,Chicago,2019-11-04 22:56:34
@marywizchicago @cta I NEED this.,teasdale_mrs,,2019-11-04 22:56:01
@cta First Friday at Halsted. Now today 🧐,macabre1584,,2019-11-04 22:55:35
RT @cta: [Minor Delays] Loop-bound Orange Line trains are standing a Kedzie due to a door problem on a train. Crews working to restore serv…,transit_tweets,,2019-11-04 22:45:54
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier delay at Illinois Medical Dis…,transit_tweets,,2019-11-04 22:34:48
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier delay at Illinois Medical Dis…,Octavian92363b7,,2019-11-04 22:32:14
"@cta  my 3-day Ventra says insufficient funds when I hopped on the bus, so I bought a 1 day pass, and same thing ha… https://t.co/SKNOiz7hfp",mijo_frizzy,,2019-11-04 22:24:19
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",EJNeukirch,Chicago,2019-11-04 22:21:25
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",2weejuns,"Chicago, IL",2019-11-04 22:16:16
Great news from the US' second-largest #transportation system: @cta. The agency will power on w/ a proposed $1.57 b… https://t.co/trBAnhmWoR,SharedUseCntr,Chicago | Los Angeles,2019-11-04 22:00:55
"RT @cta: [Minor Delays] Linden-bound Purple Line trains are running w/residual delays at Howard. Service is resuming, allow extra time. Mor…",transit_tweets,,2019-11-04 21:58:51
@JCTSports @cta @TfL remain undefeated 😂,callumcockerill,"London, England",2019-11-04 21:57:22
@JCTSports @cta True Josh but awfully ambitious for Tampa/St. Pete (also I’m not sure we can really do much undergr… https://t.co/HnIQM0oyQQ,HerrLizzie,"Tampa, FL",2019-11-04 21:55:05
"@futonreformer @cta Ohhhhh, bridges",JCTSports,"St Petersburg, FL",2019-11-04 21:53:43
@travelingmommaJ @cta I accept this comparison,JCTSports,"St Petersburg, FL",2019-11-04 21:53:10
@JCTSports @juanctoribio @cta ya motha,stxmkos,Trollworld,2019-11-04 21:53:00
@juanctoribio @cta How many times during the season do your mentions get filled with complaints about *gulp* attendance,JCTSports,"St Petersburg, FL",2019-11-04 21:52:10
"@JCTSports @cta We live in Florida, Josh.",juanctoribio,MIA/St. Petersburg,2019-11-04 21:50:55
@JCTSports @cta London Underground is like an A+ and anywhere in the states is like a D-,travelingmommaJ,IG: jazzhasmyheart ,2019-11-04 21:49:06
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",JohnACaseyJr,"Chicago, IL",2019-11-04 21:48:30
@JCTSports @cta This almost implies TPA/STP has any sort of reasonable mass transit...,futonreformer,"downtown St. Petersburg, FL",2019-11-04 21:48:04
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",Ryan_Ori,Chicago,2019-11-04 21:46:13
@cta where’s the #NBRedline trains,tominrp,"Chicago, IL",2019-11-04 21:45:42
"Next stop EdgeH2O (at @CTA Bus Stop 1125 in Chicago, IL) https://t.co/GrQUFteo73",lostboy2,chicago il,2019-11-04 21:44:53
"Sorry @cta, but London’s Underground is the most efficient public transportation system I’ve experienced. Take note, Tampa/St. Pete.",JCTSports,"St Petersburg, FL",2019-11-04 21:44:25
"“Standees on the right, walkers on the left? You can’t make me!!!”  @cta, we ❤️ you for trying. @TheCTA_BLUELINE https://t.co/497VHwuN26",carterobrien,Chicago,2019-11-04 21:35:14
Note to @BenBradleyTV ... crime is not down substantially. 8 to 10% is not substantial. Numbers can be manipulated… https://t.co/tVY280DtqB,gingertealkp,"Chicago, IL (South Side)",2019-11-04 21:27:55
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",_TanyaMeyer,"Orland Park, IL",2019-11-04 21:08:34
@marywizchicago @cta @margdooley christmas present idea?,charleybone,"Chicago, IL",2019-11-04 21:08:26
"RT @marywizchicago: When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates the…",crepeau,Chicago,2019-11-04 21:06:54
"When you want to take the @cta home. Construction, sick passengers, pigeons and landmarks: New board game recreates… https://t.co/kZEwWxIAfn",marywizchicago,Chicago,2019-11-04 21:06:02
@cta it would be nice if we could actually hear the announcements from the train operators! https://t.co/PqruLoSkPY,townsendbeautyy,Chicago,2019-11-04 20:55:13
"@unsuckdcmetro Lol Chicago has a traffic problem, but it's a flat rate and @cta has wayyyy better service. I don't… https://t.co/HVS83HJKS1",aattard77,Washington D.C.,2019-11-04 20:25:00
"I’m back...with a cold, but back 🤷🏻‍♂️ (at @CTA - O'Hare in Chicago, IL) https://t.co/g7BmLpmIuR https://t.co/LIOj8VxNpI",hugitosf,San Fransico,2019-11-04 20:21:21
@CWBChicago @AldTomTunney @cta Riding the cta is what a trapped animal feels like.,jeffsandwinder,The Ridge of Chicago,2019-11-04 20:11:51
"RT @MeDicenAmbi: @cta https://t.co/D3f0p40iOz Brown Line train #413 at around 9:45am this morning, I believe it was the second to last cart…",transit_tweets,,2019-11-04 20:10:38
"RT @marywizchicago: This is just a portion of the art you can see on the @cta system, and more is coming, transit officials say. Meet the c…",ChiTribBiz,Chicago ,2019-11-04 20:09:21
RT @IBEW: How #IBEW electricians keep the @CTA running on time. https://t.co/jFndZGbiVy,keith_winship,,2019-11-04 19:46:05
Having a good time riding the @cta Blue Line until https://t.co/oPOZtkbtnT,greatxbambina,"Oakland, CA",2019-11-04 19:43:36
"RT @cta: [Significant Delays] Yellow Line trains are running w/residual delays following an earlier delay at Howard. Service is resuming, a…",itsmetyrinh,"Chicago, IL",2019-11-04 19:21:37
"@CWBChicago @AldTomTunney @cta It's not a perception, crime is rising on CTA, those crimes are just not being repor… https://t.co/XD06IzlQmj",Styledesignfab,Chi town,2019-11-04 19:10:38
@Billeeejo @triciaander_21 @CWBChicago @AldTomTunney @cta Pop quiz: Do you think frequent commission of street crim… https://t.co/MPec2gqT2s,EllesworthT,Gab,2019-11-04 19:06:54
@cta Why is this still happening?,feentweets,"Chicago, IL",2019-11-04 19:05:54
RT @cta: [Significant Delays] 63rd-bound Green and Loop-bound Pink Line trains are standing at Ashland/Lake due to a sick employee. Crews w…,SirChicago1,"Chicago, IL",2019-11-04 18:59:29
RT @CWBChicago: WOW! @AldTomTunney asks Chicago Police leadership about rising crime on @CTA. Commander of CTA unit starts off by claiming…,Leimberer,,2019-11-04 18:57:24
"Yes! Got the 290 bus driver I like! (at @CTA - Howard in Chicago, IL) https://t.co/S85VufZItN",padschicago,Chicago,2019-11-04 18:46:09
RT @Tata13Red: @CWBChicago @AldTomTunney @cta Don’t know why your SHOCKED by this- she is a merit appointed Commander was A MERIT Sgt &amp; LT.…,majormarginal,"Onarga Falls, Illinois",2019-11-04 18:43:34
"RT @TomSkallas13: @CWBChicago @AldTomTunney @cta My guess is that these ""perceived"" assaults hurt CTA riders as bad as any other types of a…",majormarginal,"Onarga Falls, Illinois",2019-11-04 18:43:14
RT @triciaander_21: @CWBChicago @AldTomTunney @cta Perception is what tourist have of the city too. This might become a problem. Tribune re…,majormarginal,"Onarga Falls, Illinois",2019-11-04 18:43:02
"RT @CWBChicago: @AldTomTunney @cta ...""Crime is down.""",majormarginal,"Onarga Falls, Illinois",2019-11-04 18:42:55
"RT @CWBChicago: @AldTomTunney @cta ..""perception"" AGAIN.",majormarginal,"Onarga Falls, Illinois",2019-11-04 18:42:53
RT @CWBChicago: WOW! @AldTomTunney asks Chicago Police leadership about rising crime on @CTA. Commander of CTA unit starts off by claiming…,majormarginal,"Onarga Falls, Illinois",2019-11-04 18:42:50
RT @Tata13Red: @CWBChicago @AldTomTunney @cta Don’t know why your SHOCKED by this- she is a merit appointed Commander was A MERIT Sgt &amp; LT.…,patg00,i'm over by dere,2019-11-04 18:40:20
@CWBChicago @AldTomTunney @cta Don’t know why your SHOCKED by this- she is a merit appointed Commander was A MERIT… https://t.co/zuTk3eRM7I,Tata13Red,,2019-11-04 18:31:54
@triciaander_21 @CWBChicago @AldTomTunney @cta Because there’s a glut of rooms.,Billeeejo,,2019-11-04 18:11:10
"RT @marywizchicago: This is just a portion of the art you can see on the @cta system, and more is coming, transit officials say. Meet the c…",CailinCrowe,,2019-11-04 18:03:18
"RT @marywizchicago: This is just a portion of the art you can see on the @cta system, and more is coming, transit officials say. Meet the c…",ManyCoyote,"Chicago, IL",2019-11-04 18:01:43
"This is just a portion of the art you can see on the @cta system, and more is coming, transit officials say. Meet t… https://t.co/8OScOVJqhL",marywizchicago,Chicago,2019-11-04 18:00:45
